epoch,ari,nmi,modularity,inference_time_ms,model
50,0.3275401461111714,0.6399025304957877,0.3580901811122638,5.961554065238426,Model_B_Similarity
51,0.351853038725837,0.6292445787296451,0.37669937963418026,6.617846056032571,Model_B_Similarity
52,0.37323294754217,0.6492049998163698,0.367376946023173,5.585146572671191,Model_B_Similarity
53,0.41690965469832475,0.6660419495977455,0.3918177072536174,6.364902088957641,Model_B_Similarity
54,0.4398740594618547,0.678375844750118,0.4414024912093343,6.77078431032895,Model_B_Similarity
55,0.49170143680101297,0.686399476228166,0.4597396125620154,4.764177749936355,Model_B_Similarity
56,0.5102353114219743,0.70698279945878,0.4482644594066543,5.551552372264762,Model_B_Similarity
57,0.53409403363849,0.7054590365649392,0.4726483544458365,6.18853606359027,Model_B_Similarity
58,0.5721433699001641,0.7248609641198296,0.48066875231815304,5.748477306978503,Model_B_Similarity
59,0.6129551774513075,0.7389623650536952,0.5341832121268285,5.985572936685654,Model_B_Similarity
60,0.6332353053663523,0.75411551067247,0.5167936236715186,5.448007406642089,Model_B_Similarity
61,0.6621333552532028,0.7676929190247112,0.5100812361277886,5.74329489373645,Model_B_Similarity
62,0.706924246537903,0.7650028632652971,0.5096668933909936,5.57216138230396,Model_B_Similarity
63,0.7389395988533047,0.8057953149755862,0.5119033051961365,6.183891030829903,Model_B_Similarity
64,0.7619166818955465,0.829110707287594,0.5510519545380084,5.6772104216506065,Model_B_Similarity
65,0.8012316935550534,0.8343292560479183,0.5486547388207355,5.668801331037601,Model_B_Similarity
66,0.8131602496867882,0.8390060538537738,0.5506661943560349,5.244061516938767,Model_B_Similarity
67,0.8117595782925134,0.8572046079020901,0.5743014067363622,5.156196887963754,Model_B_Similarity
68,0.8189626811281173,0.8604626985371714,0.6,5.133720906090189,Model_B_Similarity
69,0.8294077788937378,0.8737171887362553,0.6328714163507256,5.497226071189148,Model_B_Similarity
70,0.8389327642414408,0.8782700739256404,0.6308163975694945,5.039507759589869,Model_B_Similarity
